ROUTE,METHOD,PUBLIC_OR_PRIVATE,ROLE,AUTH_SOURCE,MIDDLEWARE,API_GUARD,CSRF,RATE_LIMIT,IDOR_SCOPE,TOKEN_TYPE,COOKIE_POLICY,SESSION_REVOCATION,TESTS
/api/eleve/questionnaire-eaf-stage-printemps,GET,PRIVATE_GUARD_PATTERN_FOUND,ELEVE,requireRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/eleve/questionnaire-eaf-stage-printemps,POST,PRIVATE_GUARD_PATTERN_FOUND,ELEVE,requireRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/eleve/questionnaire-maths-premiere-stage-printemps,GET,PRIVATE_GUARD_PATTERN_FOUND,ELEVE,requireRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/eleve/questionnaire-maths-premiere-stage-printemps,POST,PRIVATE_GUARD_PATTERN_FOUND,ELEVE,requireRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/eleve/stages,GET,PRIVATE_GUARD_PATTERN_FOUND,ELEVE,requireRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/health,GET,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/internal/health,GET,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,NONE_FOUND,CHECK_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/invoices/[id]/pdf,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,TOKEN_OTHER_OR_GENERIC,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/invoices/[id]/receipt/pdf,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/lamis/attempt,POST,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/lamis/exercises,UNRESOLVED,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/lamis/export,POST,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/lamis/progress,POST,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/me/next-step,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/messages/conversations,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/messages/send,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/newsletter,POST,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,NONE_FOUND,CHECK_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/notifications,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/notifications,PATCH,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/notify/email,POST,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,CHECK_FOUND,CHECK_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/npc/files/[...path],GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/npc/submissions/[submissionId]/documents/[documentId],PATCH,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/npc/submissions/[submissionId]/documents/[documentId],DELETE,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/npc/submissions/[submissionId]/documents,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/npc/submissions/[submissionId]/documents,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/npc/submissions/[submissionId]/generate,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/npc/submissions,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/npc/submissions,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/npc/uploads,POST,PRIVATE_GUARD_PATTERN_FOUND,COACH|ELEVE|PARENT,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/parent/bilans/[id]/pdf,GET,PRIVATE_GUARD_PATTERN_FOUND,PARENT,requireRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/parent/children,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,ACTIVATION|TOKEN_OTHER_OR_GENERIC,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/parent/children,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,ACTIVATION|TOKEN_OTHER_OR_GENERIC,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/parent/credit-request,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/parent/dashboard,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/parent/stages,GET,PRIVATE_GUARD_PATTERN_FOUND,PARENT,requireRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/parent/subscription-requests,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/parent/subscription-requests,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/parent/subscriptions,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/parent/subscriptions,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/payments/bank-transfer/confirm,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/payments/check-pending,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/payments/clictopay/init,POST,PRIVATE_GUARD_PATTERN_FOUND,ADMIN|ASSISTANTE|PARENT,requireAnyRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/payments/clictopay/webhook,POST,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/payments/pending,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/payments/validate,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,ACTIVATION,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/programme/maths-1ere-stmg/progress,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/programme/maths-1ere-stmg/progress,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/programme/maths-1ere-stmg/rag,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/programme/maths-1ere-stmg/stage-progress,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/programme/maths-1ere-stmg/stage-progress,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/programme/maths-1ere/progress,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/programme/maths-1ere/progress,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/programme/maths-1ere/rag,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/programme/maths-terminale/progress,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/programme/maths-terminale/progress,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/public-documents/corrige-dnb-maths-2026,GET,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/reservation,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,CHECK_FOUND,CHECK_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/reservation,GET,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,CHECK_FOUND,CHECK_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/reservation,PATCH,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,CHECK_FOUND,CHECK_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/reservation/verify,POST,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,NONE_FOUND,NONE_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/sessions/book,POST,PRIVATE_GUARD_PATTERN_FOUND,ELEVE|PARENT,requireAnyRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,CHECK_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/sessions/cancel,POST,PRIVATE_GUARD_PATTERN_FOUND,ASSISTANTE|COACH|ELEVE,requireAnyRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,CHECK_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/sessions/video,POST,PRIVATE_GUARD_PATTERN_FOUND,AUTHENTICATED_ROLE_CHECK_REVIEW,auth(),API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,CHECK_FOUND,NOT_APPLICABLE_OR_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/stages/[stageSlug]/bilans,GET,PRIVATE_GUARD_PATTERN_FOUND,ADMIN|ASSISTANTE|COACH,requireAnyRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/stages/[stageSlug]/bilans,POST,PRIVATE_GUARD_PATTERN_FOUND,ADMIN|ASSISTANTE|COACH,requireAnyRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/stages/[stageSlug]/inscrire,POST,PUBLIC_OR_UNGUARDED_REVIEW_REQUIRED,NONE_EXPLICIT,NONE_FOUND,API_EXCLUDED_BY_MATCHER,NONE_FOUND,NONE_FOUND,CHECK_FOUND,DYNAMIC_RESOURCE_SCOPE_NOT_PROVEN,NONE,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
/api/stages/[stageSlug]/reservations/[reservationId]/confirm,POST,PRIVATE_GUARD_PATTERN_FOUND,ADMIN|ASSISTANTE,requireAnyRole,API_EXCLUDED_BY_MATCHER,GUARD_PATTERN_FOUND,NONE_FOUND,NONE_FOUND,RESOURCE_SCOPE_PATTERN_FOUND_REVIEW_REQUIRED,ACTIVATION|TOKEN_OTHER_OR_GENERIC,NOT_APPLICABLE,NONE_GLOBAL,STATIC_INVENTORY_TEST_MAPPING_REQUIRED
