selection_class,level,profile,ep_mode,eds_premiere,eds_terminale,eds_non_poursuivie,eaf_due,math_ea_due,fr_pos_requis,fr_mai_requis,diagnostic_nexus_utile,same_session_basis,instruments,candidate_booklets,candidate_pdfs,coach_keys,estimated_total_duration_min,states_in_class,representative_state,archive,missing_pdfs,ready_to_send
P2|EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/ecrit FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,MATH+SES+HGGSP,MATH+HGGSP,SES,ecrit,non,oui,non,oui,retake_after_failure,EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/ecrit FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES_NON_POURSUIVIE.pdf,10,11,672,2,P2_fin_cycle_MATH-SES-HGGSP_tle-MATH-HGGSP_EAF-ecrit_basis-retake_after_failure_FR-POS,,,oui
P2|EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/ecrit FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,MATH+SES+HGGSP,MATH+HGGSP,SES,ecrit,non,oui,oui,oui,retake_after_failure,EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/ecrit FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES_NON_POURSUIVIE.pdf,11,12,732,2,P2_fin_cycle_MATH-SES-HGGSP_tle-MATH-HGGSP_EAF-ecrit_basis-retake_after_failure_FR-POS_FR-MAI,,,oui
P2|EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/ecrit GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,MATH+SES+HGGSP,MATH+HGGSP,SES,ecrit,non,non,non,non,retake_after_failure,EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/ecrit GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES_NON_POURSUIVIE.pdf,7,9,617,2,P2_fin_cycle_MATH-SES-HGGSP_tle-MATH-HGGSP_EAF-ecrit_basis-retake_after_failure_sans-diag-utile,,,oui
P2|EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPE MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,MATH+SES+HGGSP,MATH+HGGSP,SES,les_deux,oui,non,non,oui,same_session_article3,EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPE MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_AVEC_SPECIALITE_ET_ANTICIPEE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES_NON_POURSUIVIE.pdf,10,11,722,1,P2_fin_cycle_MATH-SES-HGGSP_tle-MATH-HGGSP_EAF-les_deux_MATH-EA-due_basis-same_session_article3,,,oui
P2|EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard GO/standard MATH-EA/SPE MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,MATH+SES+HGGSP,MATH+HGGSP,SES,les_deux,oui,non,oui,oui,same_session_article3,EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard GO/standard MATH-EA/SPE MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_AVEC_SPECIALITE_ET_ANTICIPEE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES_NON_POURSUIVIE.pdf,11,12,782,1,P2_fin_cycle_MATH-SES-HGGSP_tle-MATH-HGGSP_EAF-les_deux_MATH-EA-due_basis-same_session_article3_FR-MAI,,,oui
P2|EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPE MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,MATH+SES+HGGSP,MATH+HGGSP,SES,les_deux,oui,oui,non,oui,same_session_article3,EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPE MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_AVEC_SPECIALITE_ET_ANTICIPEE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES_NON_POURSUIVIE.pdf,11,13,777,1,P2_fin_cycle_MATH-SES-HGGSP_tle-MATH-HGGSP_EAF-les_deux_MATH-EA-due_basis-same_session_article3_FR-POS,,,oui
P2|EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPE MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,MATH+SES+HGGSP,MATH+HGGSP,SES,les_deux,oui,oui,oui,oui,same_session_article3,EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPE MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_AVEC_SPECIALITE_ET_ANTICIPEE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES_NON_POURSUIVIE.pdf,12,14,837,1,P2_fin_cycle_MATH-SES-HGGSP_tle-MATH-HGGSP_EAF-les_deux_MATH-EA-due_basis-same_session_article3_FR-POS_FR-MAI,,,oui
P2|EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPE PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,MATH+SES+HGGSP,MATH+HGGSP,SES,les_deux,oui,non,non,non,same_session_article3,EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPE PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_AVEC_SPECIALITE_ET_ANTICIPEE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES_NON_POURSUIVIE.pdf,8,11,722,1,P2_fin_cycle_MATH-SES-HGGSP_tle-MATH-HGGSP_EAF-les_deux_MATH-EA-due_basis-same_session_article3_sans-diag-utile,,,oui
P2|EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,MATH+SES+HGGSP,MATH+HGGSP,SES,les_deux,non,non,non,oui,retake_after_failure,EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES_NON_POURSUIVIE.pdf,9,10,647,2,P2_fin_cycle_MATH-SES-HGGSP_tle-MATH-HGGSP_EAF-les_deux_basis-retake_after_failure,,,oui
P2|EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,MATH+SES+HGGSP,MATH+HGGSP,SES,les_deux,non,non,oui,oui,retake_after_failure,EDS-HGGSP/NT EDS-MATH/NT EDS-SES/N1 FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES_NON_POURSUIVIE.pdf,10,11,707,2,P2_fin_cycle_MATH-SES-HGGSP_tle-MATH-HGGSP_EAF-les_deux_basis-retake_after_failure_FR-MAI,,,oui
